4.023391139026E12	4.792603775938E12	5.485769421826E12	5.287361606311E12	4.115659178253E12	4.268052460813E12	5.075825023866E12	5.407458773392E12	5.87267466659E12	5.326911092112E12	5.107505918388E12	5.792208397091E12	4.43080054554E12	4.276246532208E12	5.052484936102E12	5.11760315308E12	
3.680503034502E12	5.070117311848E12	5.391332397722E12	5.108257048541E12	4.015346152576E12	4.396350323214E12	4.867127163198E12	4.030828050868E12	4.69079621628E12	4.034784479982E12	4.624597249541E12	4.789970415507E12	4.570760397206E12	4.028965351869E12	4.229546225496E12	4.63421129705E12	
4.069270665839E12	4.666395722969E12	5.129218574396E12	4.907374251133E12	4.193082491959E12	4.263174066574E12	4.66702020053E12	4.649287460967E12	4.917783030017E12	5.426645666368E12	4.402830710389E12	5.288342234407E12	4.423160916212E12	4.863186405506E12	3.909418833806E12	4.301403967264E12	
3.651181639974E12	4.23264378264E12	4.788386058603E12	4.806528584856E12	3.974573391414E12	4.170250889448E12	4.614715667279E12	3.460755289064E12	4.381894132352E12	4.323996040841E12	4.134209897762E12	4.488469353774E12	3.963629526941E12	4.330507830915E12	3.730096846973E12	4.182134306923E12	
3.781299742468E12	4.319249366056E12	4.550996132395E12	4.70170028675E12	3.73854814397E12	3.605707037922E12	3.819911081373E12	4.13749665741E12	4.166432927501E12	4.444462722978E12	4.194862594439E12	4.507552978004E12	4.241772439858E12	4.422317760994E12	3.2835031212E12	4.244250483503E12	
3.382254093002E12	4.280690750325E12	4.759725289744E12	4.523998768641E12	3.18505955733E12	3.95283734264E12	4.182424359702E12	3.943713524323E12	4.510901630436E12	4.297234689861E12	3.825533440077E12	4.043907907665E12	4.056805611911E12	3.856225819275E12	3.959513499889E12	3.634607431877E12	
4.074676536513E12	4.381806474708E12	4.873592478816E12	4.577001116631E12	4.366964847289E12	4.649010054903E12	4.351637349441E12	4.242765641746E12	4.907221317636E12	4.833232601518E12	4.046103014304E12	4.420745061252E12	4.235553195114E12	4.456421789051E12	3.290357481578E12	4.378842840423E12	
4.543340567814E12	5.292298946489E12	5.738747963532E12	5.536650686824E12	4.561134539884E12	5.012899740853E12	4.746530435559E12	4.683208725372E12	4.919465101073E12	5.446389355987E12	4.492619993453E12	4.802749277401E12	4.877129366361E12	4.975836633887E12	3.934224254279E12	4.576579228694E12	
3.943657984605E12	4.442871863307E12	4.962891866042E12	4.887385310434E12	3.958704274144E12	4.272045159437E12	4.787448169817E12	4.956972233653E12	5.394692044173E12	4.562156547476E12	4.560523650987E12	5.182570632591E12	3.643048513781E12	4.273298788856E12	4.181009385521E12	4.596390234368E12	
3.763171203208E12	4.568243580692E12	4.926711330768E12	4.940440156559E12	4.296375453799E12	4.691523953065E12	4.647040208272E12	4.098033784276E12	4.826539001289E12	4.769983986945E12	4.409439961098E12	4.832709334794E12	3.899429724829E12	4.211489950837E12	3.726572833143E12	4.59660803288E12	
4.33942693453E12	4.531523327078E12	4.497350401685E12	5.000107337707E12	3.947903718448E12	4.586362046742E12	4.821067544524E12	5.059099685638E12	4.850248507502E12	5.30342369875E12	4.239753177025E12	4.975526694176E12	4.09461774044E12	5.287272788742E12	4.357926095991E12	4.773237169376E12	
4.349208961336E12	5.335739518343E12	5.650787729435E12	5.341227240815E12	4.160376439254E12	4.741521499973E12	5.591190001529E12	4.921605634594E12	5.387919346443E12	4.994100396622E12	4.637179175036E12	5.300359828915E12	4.821565576954E12	4.736781231392E12	5.185872783687E12	4.899715970353E12	
3.730474102805E12	4.429730375325E12	4.9131751638E12	4.62502076888E12	3.487921951738E12	3.483941212121E12	4.242311699374E12	4.92086903872E12	5.030629491036E12	4.900944387178E12	4.119164008593E12	4.623281707968E12	4.002882010087E12	4.082438457705E12	3.994455443923E12	3.494353812296E12	
5.245453868538E12	5.976580181202E12	6.532137130454E12	6.382413223969E12	4.879007861578E12	5.537276681804E12	5.640719926518E12	5.982166864293E12	6.158709997019E12	6.095302697761E12	4.963224777387E12	5.505218415398E12	5.408308693741E12	5.750274334199E12	5.152705248506E12	5.117228960409E12	
3.65789972578E12	4.235462741718E12	4.667508455425E12	4.786300505268E12	4.188292653607E12	4.670086092087E12	5.16977052437E12	4.457952559899E12	5.013968559195E12	4.770172272702E12	4.173244545838E12	5.072002575559E12	3.686516936675E12	4.313671322422E12	4.544457201723E12	4.199684759506E12	
3.528497097427E12	3.811540750047E12	4.295275501044E12	4.658264365518E12	3.933868570569E12	3.848899798175E12	4.099167200197E12	3.960007974296E12	4.306546156243E12	4.468000255168E12	3.651121112991E12	4.451510554134E12	3.710419920302E12	4.170451396611E12	3.684887704815E12	3.751141055831E12	
