9.847576337278E12	8.744229681665E12	8.032480073425E12	8.549760779667E12	1.0251594473019E13	1.0625288133103E13	9.051069762521E12	9.01680302738E12	7.854224334946E12	9.312166345935E12	9.07085655356E12	9.414200523717E12	8.952170068528E12	1.0465691803758E13	9.92531728248E12	1.0487450138034E13	8.676704239076E12	9.524028500538E12	7.440366737272E12	8.541876721707E12	9.40855840239E12	9.319803790018E12	9.757600035021E12	9.2153088868E12	8.447939178271E12	1.112123066529E13	1.0661642076312E13	9.626906707487E12	1.054574190367E13	9.303304180864E12	1.0994712813045E13	1.0304471842598E13	
1.0108528983565E13	1.0182203919597E13	9.238125595042E12	1.0047304333197E13	1.1044357084874E13	1.0628676895587E13	1.0731825954592E13	1.0662538839572E13	8.916141995134E12	1.0714676462482E13	1.068226146036E13	1.0835792474831E13	1.0456899580461E13	1.1925273196558E13	1.1384756431744E13	1.2506748593098E13	9.458167376753E12	9.69420447386E12	9.442747868727E12	9.732587805111E12	1.0352144023573E13	1.1075429042214E13	1.0346079553427E13	1.0691802429687E13	9.441954566217E12	1.1751261578051E13	1.2073950016139E13	1.2293898736403E13	1.1908282632924E13	1.1361410987797E13	1.2155180356437E13	1.2296531309937E13	
8.963595524834E12	8.581315360866E12	8.132387688443E12	1.0330902627712E13	1.0510447827204E13	1.0315157543719E13	8.881971640128E12	8.698231297735E12	8.307053228141E12	1.0413720969663E13	9.280261103984E12	9.588962257321E12	8.945764076259E12	1.0099825156217E13	9.932774423593E12	1.1079182313623E13	9.799659724182E12	8.9825669701E12	8.988661600139E12	8.56907427017E12	9.456447668745E12	8.943196768146E12	9.838903708915E12	9.806541722053E12	9.844341236944E12	1.0252023263332E13	1.0470078266374E13	1.0761685133367E13	1.0703155805547E13	1.007107631195E13	1.0748935256422E13	1.1293476566978E13	
8.468404805322E12	8.525574242413E12	7.585142720138E12	9.583525442838E12	9.735696098213E12	9.045659909303E12	9.589157316627E12	8.249165431342E12	8.052696035387E12	9.234232961748E12	9.090422482177E12	9.505542696068E12	9.091712799165E12	9.983398146167E12	9.817942000233E12	1.1443407670958E13	8.657576939382E12	8.324568363699E12	9.031095502542E12	8.858115270298E12	8.788143545126E12	9.064956403929E12	9.228362285572E12	8.939412356158E12	9.154173500029E12	1.0266597895096E13	9.942046813461E12	1.0832014891366E13	9.616971240027E12	9.808485696974E12	1.0170929283637E13	1.0840941924966E13	
9.104893731109E12	8.104187580271E12	8.012784225476E12	9.436518225273E12	1.0437698797675E13	9.63724499708E12	8.841090212681E12	9.325291134873E12	7.919362047442E12	9.363075310422E12	9.530508348548E12	9.274855036482E12	8.761473910589E12	1.003067960667E13	1.0454224849889E13	1.1071697967179E13	8.972668287049E12	8.699970581371E12	8.478220395132E12	7.979455207791E12	9.313398323113E12	9.229426734018E12	9.126955312147E12	9.316252663179E12	8.882997609946E12	1.0546047444765E13	9.736644060055E12	1.0446176079588E13	1.019347143886E13	9.377655894915E12	9.751499381066E12	1.1244600020876E13	
9.013502030618E12	8.252594768723E12	7.91504413887E12	9.364832672074E12	1.0534623378976E13	9.434452551496E12	9.576682768738E12	9.851505617832E12	8.305882467996E12	9.391150459555E12	9.716767906255E12	9.458055090948E12	9.030239243128E12	1.0195905855332E13	1.0359248834963E13	1.1740012224694E13	8.04139070933E12	8.620373330682E12	8.182251368246E12	8.649922003718E12	9.372582114152E12	9.864648728099E12	9.241896007573E12	9.151871597655E12	8.656291899703E12	1.0251008473374E13	9.990997263699E12	1.1497687811302E13	1.0152999297283E13	1.013182021767E13	1.0064737752068E13	1.1477095120919E13	
8.763185535471E12	8.549042283268E12	8.040679815899E12	9.628445595406E12	1.0164048696126E13	1.0273257906812E13	9.333532881371E12	8.90870082116E12	8.193141918421E12	9.402013723135E12	9.429065500622E12	9.329836413108E12	9.487735066167E12	1.0338132511494E13	1.0040212495899E13	1.0741242991212E13	9.771056582124E12	9.388334245502E12	7.839208896079E12	8.976920711038E12	8.900965344618E12	9.012435853207E12	9.751191565592E12	8.854659968981E12	8.981131441734E12	1.114156058109E13	1.0340186871121E13	1.0311737280412E13	1.007351010454E13	9.879887890832E12	1.0338001656762E13	1.0698580577288E13	
8.604188923922E12	8.287619720111E12	7.456364884172E12	9.711321864162E12	9.900682150445E12	9.479875950674E12	8.836737498344E12	9.677383577525E12	8.050212576547E12	9.949711811359E12	9.444568607578E12	8.485570451042E12	8.591809314892E12	9.70684370004E12	9.769459458432E12	1.0282510432439E13	8.430673747649E12	8.700997803617E12	8.347575923583E12	8.862758522945E12	9.559001620978E12	9.78853024291E12	9.293730996859E12	9.049256732201E12	8.630878877695E12	9.453758640874E12	1.0410583533438E13	1.0644796745623E13	1.0380701538265E13	9.81408394658E12	9.954063270177E12	1.0644111835113E13	
7.596463458442E12	7.245285927607E12	7.203961758E12	7.793542568611E12	8.327729091643E12	8.860961489719E12	8.39364738601E12	7.555178373902E12	7.392598333776E12	8.509022003826E12	8.230657896922E12	8.611156959192E12	8.323185487636E12	8.930330354776E12	8.768904910862E12	9.743515100239E12	7.955834502598E12	7.698077336541E12	6.632510223776E12	7.413601209141E12	7.862334172148E12	7.927104901368E12	8.161540485807E12	8.738883053555E12	7.387447059045E12	8.6679131336E12	8.50551207137E12	9.286355700985E12	8.469078128163E12	9.116266497879E12	9.045607247116E12	1.0346219587915E13	
8.31149622377E12	8.006814283871E12	7.892391962798E12	8.339012959887E12	9.528231178289E12	8.878959247899E12	8.542295256653E12	8.702458830257E12	7.626095686655E12	8.767612491468E12	8.662146895954E12	9.363976222927E12	8.535849063079E12	9.923703230004E12	9.678721784963E12	1.0409622599094E13	8.420790612317E12	7.751378102668E12	7.221009443874E12	7.705737904263E12	7.836166945965E12	8.062100147254E12	8.861520233178E12	9.258792441595E12	7.576080548825E12	9.654923597806E12	9.271777846322E12	9.933868487335E12	9.564479479509E12	9.424048020874E12	9.368882718618E12	1.1037814743097E13	
7.859248546589E12	7.956840934814E12	7.060380909168E12	8.534838666157E12	9.254865209961E12	8.795242367962E12	8.694173292643E12	7.662911118931E12	7.558208019946E12	8.323806055297E12	9.116157931864E12	8.895830686317E12	8.300718578214E12	9.003617699292E12	9.333268223171E12	1.0264851751337E13	7.516631433069E12	7.610632449388E12	7.475778584435E12	7.651319326231E12	8.275653831935E12	7.960496510727E12	9.053821377944E12	8.301932584037E12	7.762904515225E12	8.915074795691E12	8.872938073686E12	9.527844146999E12	9.288286230915E12	9.003111136248E12	9.36833263478E12	1.0274956420001E13	
